Date,Cases,Temperature
2020-10-01,44771,12.033333
2020-10-02,54471,10.705556
2020-10-03,50659,12.894444
2020-10-04,34901,11.755556
2020-10-05,40705,18.105556
2020-10-06,43062,18.394444
2020-10-07,48182,20.744444
2020-10-08,56800,19.855556
2020-10-09,58082,22.811111
2020-10-10,54271,18.594444
2020-10-11,43597,21.666667
2020-10-12,41653,15.022222
2020-10-13,52517,16.011111
2020-10-14,59386,16.066667
2020-10-15,63785,11.083333
2020-10-16,70256,8.933333
2020-10-17,56611,14.361111
2020-10-18,47843,5.877778
2020-10-19,60160,4.933333
2020-10-20,58549,7.538889
2020-10-21,62978,7.294444
2020-10-22,72058,7.733333
2020-10-23,85329,1.938889
2020-10-24,83056,0.266667
2020-10-25,59440,-0.711111
2020-10-26,68359,-5.35
2020-10-27,75129,-3.844444
2020-10-28,78371,1.794444
2020-10-29,88130,6.183333
2020-10-30,101273,9.433333
2020-10-31,78934,12.483333
2020-11-01,81001,6.205556
2020-11-02,83883,9
